Channel,过零率,方差,能量,差分,AR_coef_0,AR_coef_1,AR_coef_2,AR_coef_3,AR_coef_4,Band_1_power,Band_2_power,Band_3_power,Band_4_power,Band_5_power,微分熵,Wavelet_energy_1,Wavelet_energy_2,Wavelet_energy_3,Wavelet_energy_4,Wavelet_energy_5,Theta_power,Alpha_power,Beta_power,Gamma_power
26,0,8.971002600077253e-07,61.61849711818764,6.108891265114576e-06,-9.13145027752187e-09,0.7851757161396169,0.08846193553762463,0.057037405663901086,0.06932548056790455,3.417525558997291e-13,1.7673826565580173e-14,8.757327284046412e-15,6.058283470564353e-15,4.985165446545919e-15,6.004968634712803,61.626639110160575,2.8846925805612083e-06,1.8954458004049004e-06,1.342006676596202e-06,1.2400977708242263e-06,5.4391521064275895e-12,5.7088212547181496e-12,7.822777625797637e-12,2.3789325243305472e-12
27,0,7.125469730845692e-06,348.6950894179909,5.248541229299184e-06,9.884849560442329e-08,0.7344141640660843,0.09883697599453192,0.08371505269691516,0.08302993576913995,4.194115566787289e-13,1.4201319212391632e-14,7.75369894931472e-15,5.430781264963484e-15,4.391277488661089e-15,4.81581528143681,348.725310575752,1.9196490016096024e-06,1.3770447150542633e-06,1.1013129279483835e-06,1.1075055536173702e-06,5.211539236242174e-12,6.149946760503063e-12,7.662441481167949e-12,2.0388392518741164e-12
28,0,6.982957290846938e-07,195.61964114012858,7.846617597158841e-06,-2.3776074117387667e-08,0.8225120138264678,0.04160311665770807,0.04316550993835906,0.09271768965834208,7.929668552505474e-13,2.5859963381870055e-14,1.1673924611347188e-14,7.414629680231357e-15,5.9778235542761735e-15,4.9278604142284355,195.64360618233536,3.272847802571152e-06,2.5323465431658535e-06,1.873058403257778e-06,1.554304098278955e-06,1.0740736785349531e-11,1.0693692451947978e-11,1.3195230942425674e-11,3.5802858021708805e-12
29,0,5.425612520067276e-06,434.4616057049709,6.1650779244789146e-06,1.0126413844802995e-07,0.7878215406020121,0.07560578725883166,0.06852792127089678,0.0680410280515836,4.84717521495919e-13,1.7927289026816545e-14,9.041960895314171e-15,6.174365003998961e-15,4.920222245425948e-15,5.403092840952332,434.50308879459664,2.6414323070801143e-06,1.8841865787805266e-06,1.3521070009038235e-06,1.2552865749690845e-06,6.863624363935248e-12,1.0417313292265375e-11,1.0090912569685875e-11,2.7120370811846987e-12
30,0,1.2911715044240504e-07,65.70201965160491,1.0525765158833243e-05,-3.93821325018692e-07,0.8648856722405115,0.00046539835910251043,0.04586063097773926,0.08874513020250227,9.129436174974654e-13,3.5063120744219264e-14,1.6208992319911657e-14,9.508306175646348e-15,7.474426781224173e-15,5.516781767654966,65.70896088553594,5.123631452328788e-06,3.7112020265267877e-06,2.633625643389336e-06,2.0197753939298966e-06,1.4239744901525338e-11,1.3863871044525961e-11,1.8626029292872068e-11,5.68012317079017e-12
31,0,2.731656230044437e-07,62.05344361565255,8.44292962533156e-06,-1.5931451176816075e-07,0.839796746939027,0.028640144289029557,0.03585536476599352,0.09568991583396261,7.518166786689174e-13,2.9034077584082284e-14,1.2454448829702876e-14,7.798640771950623e-15,6.2990745596973645e-15,5.402413717782888,62.05991986431763,3.2178475962591897e-06,2.9118303706980484e-06,2.0704859792361168e-06,1.653232305435677e-06,1.2581542964405319e-11,1.3822067848848862e-11,1.4406327193519728e-11,3.3994407258276042e-12
32,997,1.8031265658989567e-07,0.276577109759286,1.3764552803174698e-05,-1.2517093751774496e-08,0.8855843697352621,-0.016853481064158873,0.01225482664025324,0.11897846594701378,1.0393081291034763e-12,5.470769228997299e-14,2.014894362973017e-14,1.2084530122651118e-14,9.554634335430277e-15,5.716187014891937,0.2766780897550646,5.042976056309294e-06,5.218303384122592e-06,3.75604979433792e-06,2.571758432212378e-06,1.8722087823199703e-11,1.7596263838367223e-11,1.905341182785533e-11,4.696660861941318e-12
33,0,1.2698417734080876e-07,14.428291586339864,8.223552808465942e-06,1.6621794065463329e-07,0.8408994543791161,0.04801455275354312,0.04505105054982847,0.06599640502320092,7.389917308352886e-13,2.592264049181454e-14,1.1985393308113637e-14,7.74383764996336e-15,6.2197021044251145e-15,5.832775134317251,14.429489616583082,3.8505365003746965e-06,2.8344909904781576e-06,1.9213236103895e-06,1.6072777234922126e-06,1.5339158263141973e-11,1.6806799374525844e-11,1.9011774539686773e-11,3.642001575796935e-12
34,0,1.2025787314457904e-06,62.588362637710425,7.088425123824203e-06,6.890852441374795e-08,0.8768991508301317,0.061520271170181856,0.023096211480736588,0.03847719903441352,3.426059213443304e-13,2.2320989466203818e-14,9.671614745789781e-15,6.5123733222981435e-15,5.36332970112743e-15,5.908143249544269,62.59347249682572,5.262410128000711e-06,2.9237722008389597e-06,1.6103068665028472e-06,1.347657693664198e-06,3.5525791098480183e-12,3.949948909859923e-12,5.225480381219835e-12,1.957952190676279e-12
35,0,2.4962374910550365e-06,274.1134491376621,4.883917313983126e-06,1.453757509052502e-07,0.7035347819222574,0.10523869081812073,0.08991686548590049,0.10130242816372059,3.0899219308611504e-13,1.2857679046328355e-14,7.24162933437597e-15,5.099678468436823e-15,4.180206252946767e-15,5.124992731406977,274.1387618212249,1.5222858257994114e-06,1.164012530616764e-06,1.0249574385957675e-06,1.0426354679886935e-06,3.8568773173024896e-12,4.143062976752597e-12,6.205500538531822e-12,1.7454670288522956e-12
